NN_zero_crossings_denoise,NN_LGBM_percentile_roll20_std_50,NN_q95_roll20_std,NN_LGBM_mfcc_mean4,NN_lib_spectral_contrast0,NN_num_peaks_3_denoise,NN_mfcc_mean_denoise_simple2,NN_mfcc_mean5,NN_mfcc_mean2,NN_mfcc_mean_denoise_simple5,NN_absquant95,NN_median_roll50_std_denoise_simple,NN_mfcc_mean_denoise_simple1,NN_quant99,NN_lib_zero_cross_rate_denoise_simple,NN_fftr_max_denoise,NN_abssumgreater15,NN_LGBM_mfcc_mean18,NN_lib_spectral_contrast_denoise_simple2,NN_fftr_sum,NN_mfcc_mean_denoise_simple10,LGBM_num_peaks_2_denoise_simple,LGBM_autocorr5,LGBM_fftrhann20000_diff_rate,start,target
2008,2.718796791,4.536950625,-7.519554673,11.6744974,1399,-88.81522475,3.645184979,-21.55654,-17.17884188,6.209193216,0.001432588,59.15816872,8.585039281,0.024189086,15083.76916,35652.1656,-0.692697021,11.57278081,84379637.39,-7.773315162,2793,-0.082949939,0.299758934,5850000,11.45249618
1642,2.721213611,4.183838089,-7.239771698,12.04029536,1198,-90.72231399,2.973177128,-19.93631252,-19.07338226,5.954637162,0.002102673,62.72772755,7.45810934,0.020346163,9440.459103,14788.15499,-0.934102349,11.45301032,80508712.92,-11.42754466,2508,0.01045349,0.627899841,6000000,11.41309789
1992,2.743809631,4.477914229,-7.09517815,11.49574496,1397,-102.3838122,3.508753244,-21.39521316,-24.79821686,6.08841029,0.001439752,75.02480727,7.854565912,0.02478569,8286.253574,8969.832203,-1.389765836,10.8283236,75319629.4,-20.1398883,2927,-0.125058077,0.551317708,6150000,11.3736996
2062,2.745974943,4.620336982,-7.356663478,12.2143429,1530,-93.30971508,3.425955812,-20.90863861,-21.75737513,6.263069251,0.001718105,73.04195678,8.147283939,0.025338964,13476.71669,27759.26841,-0.876929417,12.0011794,85364011.5,-10.83178481,3022,-0.103928763,0.177173453,6300000,11.3353968
2026,2.730901705,4.571244064,-6.856326566,11.54836011,1396,-92.9977609,3.756993356,-21.63034696,-17.07306236,6.205596879,0.001609396,59.41308184,8.271144393,0.023780797,13074.20722,24543.91476,-0.958828089,11.16504893,80813779.89,-8.097769852,2804,-0.15272536,0.274186727,6450000,11.29599851
2012,2.718439111,5.069271906,-8.017945848,11.60978624,1381,-94.88423125,2.7803199,-21.09173859,-21.87014721,6.437532395,0.001365571,74.20775146,9.370425244,0.023144198,11426.39413,31438.929,-1.045486137,11.19460733,82718082.4,-16.31322388,2762,-0.084603018,0.248006112,6600000,11.25769571
2032,2.734843283,4.610737443,-7.700982848,11.51612051,1443,-102.5789828,2.500755687,-21.00982483,-27.80781536,6.203148236,0.00130818,82.80660438,8.201651821,0.023815793,11009.88746,13954.89234,-0.65035796,11.21734527,77621136.77,-22.93427732,2796,-0.084813638,0.46269076,6750000,11.21839742
2170,2.738063259,4.626577892,-7.372581241,11.70430951,1553,-97.78547736,3.424543663,-21.52521935,-23.36877169,6.230168719,0.001515206,78.16267228,8.094638146,0.024932341,13147.98229,15052.58287,-0.918020187,11.17756645,77308037.79,-19.01942767,2998,-0.103189339,0.429317164,6900000,11.17899912
1584,2.69002065,4.112502078,-7.020906532,11.36778246,1135,-84.75730402,3.084012532,-19.50254014,-16.51220296,5.905006386,0.002408454,67.07782555,7.533196667,0.019546248,8452.394697,13916.67726,-0.721514857,11.02554372,77243599.73,-11.23941123,2415,-0.087898362,0.467824745,7050000,11.14069633
1690,2.694275203,4.140904288,-7.110470485,11.88713823,1249,-94.20533376,2.780349809,-20.17598241,-22.33660257,5.967296192,0.001359484,65.96685362,7.592249742,0.020406157,12647.80532,21353.5205,-0.903251501,10.93697399,82130340.17,-12.32214557,2540,-0.078694656,0.438664804,7200000,11.10129803
1556,2.683478962,4.120167131,-6.283449439,12.02357013,1076,-98.58764203,3.456698722,-19.76563648,-18.27360781,5.865067613,0.001200434,74.90519964,7.392187574,0.019176288,11452.27189,5367.338254,-0.796375279,11.09542658,73107982.04,-19.24824316,2283,-0.088704973,0.528658707,7350000,11.06199974
1690,2.711500523,4.211867982,-8.073378503,11.28434462,1245,-85.6265578,2.143985396,-19.88146796,-19.67805497,6.041898512,0.001724065,68.54921891,7.887378051,0.021391052,12351.31805,29943.20341,-0.938296555,11.33037169,83547000.58,-9.248364255,2603,-0.058702062,0.288001274,7500000,11.02369694
2430,2.742850433,5.428661116,-8.192698301,12.20467842,1682,-87.78992075,3.440353681,-21.49343494,-20.77982264,6.729339818,0.001629136,76.6011427,10.0034489,0.026848803,21815.27445,51498.4058,-0.882770463,10.80010442,91325676.68,-11.79254759,3131,-0.11099426,0.168074622,7650000,10.98429865
1840,2.715924367,4.50747732,-7.019708833,11.48392911,1293,-88.2100146,3.09404606,-20.88352897,-18.65668008,6.148219615,0.001284427,68.37535675,8.082405424,0.022390945,15111.26268,25364.00815,-0.493254221,11.10795783,81475288.56,-8.790991464,2613,-0.103330603,0.300601026,7800000,10.94599585
1774,2.694783146,4.576269799,-7.27762312,12.26616902,1303,-92.50117087,2.783020053,-20.41218005,-17.948514,6.195072474,0.001747274,70.35443002,8.355979777,0.02040449,12278.33503,21397.48609,-0.493823667,12.08201599,79453250.85,-13.38497094,2505,-0.102881198,0.431200208,7950000,10.90659756
1636,2.692343814,4.241589017,-6.739925228,11.97722583,1160,-83.57858295,2.526655541,-19.81121378,-17.26117844,6.024893612,0.001169094,61.44093876,7.793277415,0.019892878,12340.02996,20365.81946,-0.333554849,11.05288475,79461748.07,-8.574578819,2399,-0.101328365,0.339216503,8100000,10.86729926
1814,2.719711396,4.741494575,-7.226675371,12.02633043,1308,-86.08931903,3.599425431,-21.4745411,-12.68772351,6.329847401,0.001328419,60.0305188,8.880613354,0.021862668,18922.40935,33366.29111,-0.988642463,11.64168963,84179331.33,-5.953962906,2629,-0.195099546,0.409254339,8250000,10.82899647
1684,2.716248819,4.097653838,-7.055268501,11.75766032,1203,-88.65799421,3.146798131,-20.14546227,-18.70030969,5.929402485,0.002009917,64.71725786,7.389826782,0.021454378,10602.77014,14995.82269,-1.018709574,11.06535929,76922308.14,-10.51722326,2553,-0.112830016,0.338993596,8400000,10.78959817
1732,2.686242573,4.217136379,-7.809981398,11.71555694,1285,-85.77612056,2.800059661,-20.1125175,-15.77517687,5.987761089,0.001875784,69.34173966,7.790590911,0.020166182,11488.56365,19954.86882,-0.98004987,11.38250926,78723702.4,-11.08157203,2425,-0.11573476,0.411920163,8550000,10.75019988
1416,2.6801135,3.930851741,-6.324511646,11.72864125,996,-103.0129113,2.915856629,-19.89906562,-22.14457828,5.808691638,0.000882022,62.60450612,7.260268714,0.018019745,7164.502506,6296.335064,-0.572930893,11.05300972,72758558.21,-16.17186233,2153,-0.093837747,0.492451838,8700000,10.71189708
1686,2.706172057,4.303381689,-8.201158101,11.38181503,1176,-76.19590498,2.118289965,-19.62391459,-14.20454157,6.074427248,0.001173525,62.21619312,7.977027296,0.02021951,15450.37344,26578.59326,-0.831776942,10.53705416,85692912.49,-6.491012693,2449,-0.071876606,0.188844449,8850000,10.67249879
1956,2.719447168,4.56214561,-7.236626774,11.84241693,1370,-98.84534141,3.161281525,-20.61149243,-18.57581444,6.205418996,0.001030522,72.95692229,8.227580566,0.021789342,10442.26055,16811.35247,-0.894856896,10.55596348,77791263.04,-18.36815593,2618,-0.096233337,0.313960466,9000000,10.63419599
1864,2.729333181,4.597786575,-7.664878887,11.42647405,1305,-80.48355803,2.860920868,-20.22873289,-13.66313508,6.360695979,0.00132402,67.00117977,8.891944748,0.021241068,16393.40493,44258.90712,-0.441925554,11.37066291,89659370.79,-8.891185947,2528,-0.138026127,0.244850182,9150000,10.5948977
1852,2.745508887,4.623595591,-7.892689091,11.4923266,1316,-94.19126101,3.172986515,-20.7552545,-15.99657784,6.313612805,0.002066233,71.87777275,8.61009879,0.022619254,14166.24849,27293.08006,-0.547859789,10.79968204,82588110.54,-15.37152892,2641,-0.06128169,0.246897361,9300000,10.55549941
2014,2.734386003,4.847472426,-7.714709414,11.04439129,1442,-90.61254296,2.824678168,-20.30784642,-19.02888433,6.435201738,0.001406136,66.42049376,9.103684786,0.023104202,12529.80415,40137.06269,-1.203858696,11.63908688,90640069.7,-10.24037318,2694,-0.004882434,0.159327923,9450000,10.51719661
2290,2.749553307,4.828375881,-7.314512922,11.32755736,1504,-100.1545208,3.939693142,-21.81025617,-20.82235192,6.355919178,0.001626212,73.00800335,8.486874067,0.026625493,10930.5618,19478.90095,-1.451894162,11.58107476,78717673.67,-17.56886386,3005,-0.142707517,0.46597192,9600000,10.47779831
2104,2.725717018,4.814331518,-7.614374342,12.07133735,1495,-88.84909843,3.225003291,-20.45483702,-18.26981459,6.317205175,0.001896569,71.88603402,8.723103604,0.023855789,14873.32531,31653.57185,-0.902949067,10.5634292,84613942.23,-10.87588776,2878,-0.161292383,0.32922047,9750000,10.43949552
2278,2.767165812,4.953490084,-7.934137514,11.60075055,1597,-88.78887821,3.767878751,-21.04638527,-21.65652897,6.443829823,0.001576742,75.73831958,8.727582276,0.026905463,14133.39741,30009.44267,-1.118952284,11.01676339,84818023.07,-13.25530517,3136,-0.083742056,0.243353973,9900000,10.40019722
2283,2.745209598,4.833353415,-6.944925834,11.8222783,1617,-98.50883835,4.279174418,-21.77324764,-21.82850747,6.339033482,0.001606631,75.58071593,8.414520827,0.025525611,11208.95643,16682.48736,-1.794188773,11.16129106,77797432.05,-19.5808506,3072,-0.136510205,0.451739082,10050000,10.36079893
2178,2.767381283,4.559052781,-7.75978037,11.82862204,1500,-87.83866235,3.667597426,-21.52815834,-18.36799823,6.250232145,0.001479339,70.12391715,8.154188181,0.026340524,11409.84182,18014.97546,-1.132950927,12.01213538,79384270.41,-12.24445477,3139,-0.113454264,0.272919199,10200000,10.32249613
1938,2.738110025,4.482965576,-7.199555885,11.70766522,1412,-106.1138907,3.744100622,-20.75966118,-26.01576247,6.121198398,0.001253724,78.14477656,7.880878456,0.024160756,13007.23812,10668.80623,-0.912819051,11.6153478,76583599,-20.97046307,2865,-0.067394667,0.451991892,10350000,10.28309784
2642,2.76842058,5.087432286,-7.86606897,11.9026938,1856,-105.4065326,3.83322059,-22.28779496,-27.20654321,6.479374861,0.002655371,85.91069064,8.722407508,0.028433634,10076.21521,16453.02503,-1.321894225,11.13923628,78560041.14,-23.92022629,3344,-0.110824597,0.42993712,10500000,10.24379954
2954,2.815175938,5.987530027,-8.727639402,11.59204663,2126,-96.27524677,4.333965961,-23.24281346,-19.04917664,6.938127794,0.002374336,81.90593383,10.25145705,0.030681727,13735.90368,35148.29531,-0.997455022,11.33490528,84627417.43,-16.84954808,3685,-0.117596407,0.275140719,10650000,10.20549675
1884,2.744595908,4.431041922,-8.106013441,12.4242085,1412,-99.97035064,2.977945195,-20.66012502,-23.58172656,6.229217098,0.002018962,79.16386973,8.245377246,0.023047542,13381.56829,22444.03276,-1.02901382,11.26014577,80090025.96,-16.68527317,2906,-0.058503723,0.333582095,10800000,10.16609845
2682,2.771875483,4.827755621,-8.101398019,12.03114114,1910,-102.1404826,3.320680501,-21.68437215,-23.86533294,6.326765343,0.003020622,89.15067778,8.238481115,0.029893478,8108.490951,10566.46873,-1.229394988,11.91184922,77359330,-24.07354245,3449,-0.083647768,0.400654959,10950000,10.12779566
2468,2.782072907,4.791497177,-7.994377027,10.94393929,1707,-94.44445403,3.782295477,-22.06111155,-24.82110839,6.337558484,0.001952041,82.9230307,8.200444276,0.028518625,13183.28182,20688.31896,-1.585657198,10.99696444,80644114.94,-16.3093857,3290,-0.153532003,0.284586101,11100000,10.08839736
2038,2.765001395,4.501188719,-7.533372989,12.33000246,1570,-93.23124756,3.578155537,-21.39651126,-21.74581269,6.1673197,0.001153611,71.58939145,7.857609507,0.025585604,19914.45764,14427.65671,-1.111231544,11.62704793,79931602.75,-13.03527214,3165,-0.136867503,0.444606619,11250000,10.04899907
2480,2.764421037,4.722157577,-7.860708038,11.65893085,1758,-84.26515197,3.273548543,-20.91889024,-16.03289676,6.352437984,0.001929255,75.46653615,8.355635052,0.027577058,13435.24503,29131.29759,-0.764432252,11.31625445,85245371.44,-10.95112774,3314,-0.167221496,0.379353064,11400000,10.01069627
2228,2.757725226,4.563668617,-7.536767049,11.75613283,1614,-100.9139948,3.73875774,-21.22389768,-21.83004078,6.206677779,0.001760566,68.81508555,7.898737317,0.02662716,17334.44146,10734.69877,-0.847310734,11.51456903,76774437.15,-16.20588549,3185,-0.093375349,0.513782711,11550000,9.971397978
2962,2.802734696,6.08229933,-9.481500365,11.69857746,2025,-92.50521908,3.714641181,-23.3777321,-19.25450772,7.042055902,0.002341068,77.91100913,10.94816526,0.032271558,15607.10589,51054.33225,-1.691341336,11.39683832,92056598.51,-15.62276632,3659,-0.104968713,0.20106448,11700000,9.931999685
2630,2.789729809,5.277576044,-8.645742377,11.57806938,1878,-92.90415358,3.646087773,-22.18353567,-19.81970854,6.673127516,0.002346726,70.26617264,9.735527313,0.029765158,18527.13776,47100.57396,-1.668907173,11.36585672,91196702.48,-12.11757208,3455,-0.061663504,0.171836663,11850000,9.893696887
2216,2.755458034,4.706583081,-8.298650528,12.03787155,1656,-97.15867756,2.759353365,-21.38979839,-24.43751129,6.326219884,0.001801342,74.47239743,8.361414834,0.026377186,15850.94717,28511.87874,-0.954827326,11.25387525,87423018.37,-13.7872222,3185,0.020065219,0.472244636,12000000,9.854298594
3346,2.823800322,6.612827212,-9.547970941,11.46269322,2286,-89.41146135,3.992420532,-23.6666202,-18.25623967,7.280295895,0.004090377,78.73963733,11.32374808,0.035624533,17779.71004,53740.01858,-1.030661625,12.3236523,93149751.34,-9.794623282,4055,-0.037666441,0.276163979,12150000,9.815995796
3554,2.848443102,6.150754551,-8.601797649,11.64034989,2487,-97.56119224,4.347171849,-23.22449915,-23.29011913,7.129343382,0.004642722,84.65166742,10.66692303,0.036284463,15932.66835,45091.04704,-1.467698985,11.69947944,90737443.52,-16.35357668,4095,-0.055823879,0.173316038,12300000,9.776697503
2428,2.787843476,4.929747222,-8.549951081,11.26863384,1678,-104.2818536,3.566438406,-22.23784254,-26.14123044,6.399800666,0.002060108,84.95897509,8.402220486,0.028396971,9725.911186,13989.39886,-1.097239127,11.79170897,78282389.4,-24.76637214,3296,-0.073892195,0.341418441,12450000,9.73729921
2942,2.802813162,5.971398762,-9.000121574,11.3896288,1971,-85.54803042,3.870145266,-22.82392535,-18.41242926,7.071290313,0.003022339,67.3470547,11.96423341,0.031241668,23080.57002,77650.02649,-1.039809693,11.50153466,101329830.2,-7.069864357,3462,-0.112674466,0.164745563,12600000,9.698996412
3104,2.822310416,6.000573118,-9.779112965,11.7729244,2205,-92.84948366,3.054487399,-22.64174947,-19.15651634,7.038109975,0.003091129,82.46910654,10.49532139,0.03284483,17975.54388,46752.68088,-1.401132844,11.66085777,91834152.6,-16.74520724,3785,-0.027620147,0.247332787,12750000,9.659598119
3628,2.863649534,6.345440719,-9.306571547,11.74318848,2526,-89.22704432,3.7986865,-23.72513664,-23.66673465,7.254166335,0.004422765,80.8702865,10.66051485,0.038317579,21298.67418,55449.11121,-1.238098311,11.7307187,103002712.3,-9.536009735,4262,0.139258634,0.114637855,12900000,9.620299826
