mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
295.2216069,14.06928994,-39.01041786,-3.827383569,8.398337621,8.120490361,-4.760845393,5.757817025,7.407431847,4.445000604,0.617099125,5.068236979,5.491176996,2.393749041,1.761658303,8.904427905,9.770083394,2.78558521,0.247561405,4.839700759,3.282042638,-0.785972827,2.081038985,6.818417958,4.859123301,1.920549053,2.843827812,4.693155051,4.525708763,3.962235178,2.864131467,3.789324046,4.313332554,3.84443287,2.919643331,2.772598083,3.54175306,3.405954844,3.402327082,3.169565744
312.4631145,24.52290849,-46.90325672,-11.03969105,7.243378018,5.408486289,-8.448230075,4.891806266,8.128723479,5.25175072,0.686183561,4.67062831,5.331736221,3.114353486,2.816727894,10.52828251,11.24209019,2.756620713,-0.465750349,4.470953379,2.320667073,-2.058792974,1.098156297,6.095395641,3.984149861,1.432476594,2.836424943,5.238117926,3.987845132,2.5275638,2.541365332,4.086025466,5.328459889,4.682937431,3.700917548,3.500292713,2.967445491,2.066314893,2.458208295,3.117015413
305.7572516,19.77484459,-44.69040283,-8.976455607,7.552243634,7.356261505,-6.339796068,5.418852862,7.571252389,5.779580947,1.875414989,5.017492252,5.51019499,3.435103271,2.802520805,9.575842258,10.31062703,2.482896943,-0.095884466,4.524190992,3.17049622,-0.776287471,1.935168175,6.336939204,4.077377954,2.318641257,4.68342044,5.729221571,3.675447718,2.359519643,3.030753868,4.500219837,5.044563116,3.981348745,2.660826461,2.84103191,3.408772003,3.085715338,2.493631089,2.524340727
297.4205466,14.64872399,-40.87808184,-4.974336354,9.005447362,8.484867822,-4.643128664,6.142440327,8.15464191,5.460349495,0.804495079,4.871047553,5.383207717,2.668945182,2.13391003,9.672293628,10.11283373,2.413492355,-0.330815256,4.635247049,3.500468119,0.345765806,2.679730496,6.52371376,4.442719638,1.922787354,3.490903146,5.177993757,3.833128135,2.9430257,3.148950437,3.812972165,3.854095351,3.300695007,2.825493833,2.733631735,3.226542943,3.243311297,3.218468281,3.213654211
293.4041803,13.59057654,-36.75889505,-2.530432446,7.519712648,7.062413196,-5.371574813,5.131531036,7.009186525,5.648391406,1.490418472,4.922931689,5.455603102,3.1700825,2.633165786,9.315758031,9.350371975,1.809112709,-0.177912203,4.680240295,3.887536558,0.453290792,2.628895971,6.261446451,4.228814411,2.123759961,3.33526079,4.923657358,4.187327415,3.817255618,3.6198729,4.243376151,4.519707797,4.098326755,2.905073717,2.37394461,2.64822758,2.796317736,2.360412484,2.600027909
301.1965945,16.66901343,-42.273643,-6.119629848,9.601048695,8.955295869,-5.152637335,5.489186578,7.591796403,4.872115182,0.636761093,5.237439578,5.699913337,3.317683606,2.673814505,9.719870455,10.05870765,2.426861332,-0.457039219,4.282716892,3.040548903,-0.251748398,2.65596455,6.716295525,4.33262489,1.873188511,3.643714847,5.179288039,4.122388554,2.94419701,2.707804191,3.314925642,3.802135408,3.529423225,2.386510553,2.526087658,2.971011665,3.117578712,3.179013908,3.383641687
297.5092843,16.28326108,-38.96924033,-5.069988806,6.822638047,6.418570299,-5.684779576,5.739685008,7.892978121,5.558602844,0.942826539,4.662418855,4.892087839,2.06455554,2.165447106,9.616308637,9.914868854,2.940616462,0.593596423,4.839233385,3.412541536,-0.35996984,2.058361278,5.933552937,3.957858378,1.700932333,3.279699648,5.436346144,4.925158141,3.412283926,2.486144913,3.10678389,4.057654538,3.610854635,2.787770953,2.689480171,2.964690843,2.719147196,2.769252085,3.35645983
298.62199,16.66430918,-39.80548414,-5.583572224,7.410137169,6.862164639,-6.125442309,4.345144185,5.823559342,4.559527437,1.088084217,5.513147863,6.323011428,3.636132118,2.935282533,9.508421641,9.075250571,1.603446503,-0.549898726,4.824774326,4.216841897,0.61977708,2.77289898,6.285814291,4.003093484,1.936973237,2.82234847,4.279552868,3.983627046,3.183664851,3.123228628,3.570001486,4.287483434,4.104226652,3.107620631,2.983863242,3.359680437,2.70687844,2.842886358,2.638359638
300.5434721,16.42885232,-42.13772334,-5.342845408,8.645701526,6.916095261,-6.754251756,5.131867432,7.739753042,5.071773981,0.557473309,4.721911232,5.687411995,2.771714159,2.424675159,10.65826358,11.30861241,2.582407632,-0.143459827,5.174569505,4.036777738,0.000162733,2.336828036,6.139284058,4.507365364,2.282067925,3.460651838,4.956090961,4.127693761,3.12809954,2.859124197,3.274834125,3.611001851,3.891251238,3.02542576,2.802078791,2.732661766,2.57053556,2.92138453,3.386306083
301.0167061,18.21844259,-41.00865534,-8.021804075,6.84716901,8.187115211,-5.635005881,4.027926673,6.033823128,4.644162824,1.164741195,5.635446226,6.307362349,3.425637114,2.745567535,9.876621124,10.25485867,2.694311966,-0.521575103,4.147375474,4.165289366,0.75371967,2.320313514,5.607477174,3.864364542,1.864334411,3.792063652,5.205207346,4.665267378,3.947795794,3.327166513,3.414477104,3.880670721,3.945545419,3.264490893,3.079076734,3.183043933,2.795479334,2.393326681,2.660695746
305.6346748,19.41131918,-45.25475053,-8.038314364,9.634342349,7.259451547,-8.336680489,3.96575202,7.686356305,6.034213987,1.549917511,5.467900287,5.758705877,2.15724494,1.84441491,10.28102487,11.15482285,2.995861134,0.119432253,4.844484504,3.22702657,-0.589542974,2.297066862,6.789065027,4.112543281,1.564766648,3.085991814,4.96794773,5.097076526,3.651786779,2.510357555,3.467259472,4.9213044,4.618895359,3.133135393,2.702241546,2.684599542,2.527700526,3.061475791,2.753374645
304.8229984,19.46930684,-43.75739149,-8.076120601,7.310265745,6.503606015,-6.57274566,5.615410399,7.775616424,5.327296847,0.498660888,3.846819281,4.742975051,2.701884526,2.589239633,10.14012964,10.26012398,2.409051538,0.364265228,5.479335639,4.065871762,-0.232760121,2.073253454,6.570557471,4.511207261,2.92060424,4.420369187,5.024791218,3.633668321,2.940256311,2.897450133,3.359923169,4.251844608,4.267917864,3.076377119,2.795015056,2.893705189,3.030619908,3.052664463,2.825550913
307.8772911,22.84115651,-42.6777172,-9.252702115,5.485097553,4.711821934,-7.654777543,5.185777585,7.945587267,5.424052125,0.615416509,4.518778805,5.054582769,2.509409355,2.090094237,10.39725235,10.91601794,2.578900176,-0.147443771,5.240784456,4.027416448,-0.102451418,1.974452313,5.671362911,3.890217187,1.908909988,3.517927606,4.906599703,4.109928183,3.219528697,3.05343683,3.538138406,4.35170947,4.417829373,3.653024561,3.053847499,2.426840909,1.821923058,2.357453719,3.008022244
298.0323781,15.56794128,-40.09431952,-4.698964698,8.279619379,7.017123796,-5.995955347,5.581464826,7.746560122,4.726302685,0.187600609,4.360261496,5.513018917,2.737823451,2.268915168,10.00952513,10.72376844,2.951841759,-0.475396041,4.764441511,3.546298572,-0.357995973,2.119607365,6.388792741,4.680865627,2.286774694,3.243390347,5.104472168,4.555238212,3.349019967,3.054185052,3.729955732,4.677918467,4.336008439,3.588287941,3.351807959,2.823590323,3.056055692,3.654393553,3.377352981
296.5053461,14.42434235,-39.80551136,-4.372091332,8.973567507,8.29632157,-5.255825297,5.351520726,7.174688401,4.79906746,0.477457573,5.248616078,5.988917009,2.431692429,1.794311683,9.600968104,10.32575649,3.072611802,0.226521016,4.745246996,3.322368069,-0.216618328,2.345191185,5.93024749,3.455911842,1.602728832,3.628409259,5.249722389,4.499106333,3.383838383,2.730816773,3.220893302,4.11331766,3.883936446,3.263631495,3.106295086,2.963974417,2.865261362,3.634242737,3.714340038
300.6145287,16.80672486,-42.29743235,-6.401953155,7.896451801,6.816940458,-5.834484321,6.232912332,8.013655814,4.73994729,1.087820507,5.660126024,5.675110929,2.56481556,2.305992974,9.477248398,9.426309105,1.673974263,-0.716670931,4.682314084,3.49770112,-0.519189588,2.696169192,6.963222642,4.5220392,2.492627889,4.160038497,5.44246647,4.152500038,2.97594494,2.959095054,3.468092922,4.292529132,4.710380183,3.300567294,2.984934808,3.117269462,3.170446371,2.77184205,2.915663844
298.2386185,16.41074238,-39.22036613,-5.819816656,6.673617321,6.87031676,-5.825590568,5.149989045,7.230002642,5.539542893,0.604141482,4.651941653,5.427859947,2.790453244,2.697618874,9.937855121,10.14141816,2.536065941,0.30695885,5.383960101,3.548061297,-0.179131701,1.743732504,5.883809294,4.478675057,2.132609644,3.185851188,4.970038699,4.567205026,3.674128299,3.151226535,2.978286992,3.845095038,3.974246306,3.178379866,3.128772,2.762290979,2.428300597,2.823031268,2.993059825
296.6775436,14.36767524,-40.21167258,-3.842508841,8.704384348,7.22905163,-5.768695714,5.520241942,7.425327722,5.351684032,1.489372314,5.57126418,6.145664683,3.085530224,2.183307419,8.746361514,9.183974393,1.871158428,0.019317965,5.11155924,3.984080368,-0.102509441,2.396687863,6.563101529,3.988923295,1.492609748,3.150161712,4.846345159,4.162513188,3.069819034,2.770773455,4.149954825,4.489399052,3.499712864,3.172630621,3.587608775,3.437436098,2.851406628,3.004700598,3.300817119
299.1773477,16.45467349,-40.72973699,-5.35456729,8.211898759,6.771595338,-6.945454774,4.641014162,7.222193467,5.222545567,1.398402036,5.846297632,6.140627297,3.576307053,2.865609254,9.669426563,10.75898736,2.43824834,-0.7660663,4.363827634,3.694535834,0.009784581,2.58292382,6.229760582,3.860373457,2.17669185,3.858280605,5.523273771,4.172077103,2.638291957,2.75183008,4.208011355,5.118870979,3.729746457,2.405697715,2.967854496,3.504204876,2.873614024,2.295559322,2.627531724
344.8791579,41.59854172,-57.81362474,-13.28676082,11.2010595,3.642502024,-8.315971705,6.851965269,7.858836036,5.738075021,2.003187917,4.013687474,4.453578348,1.912059873,0.898422108,10.19905883,11.37290945,0.850639697,-2.466367394,4.328186978,3.065837203,-2.201784238,1.015336907,5.118104863,3.266022639,1.444675781,3.049276169,4.703994969,3.713400784,2.596033656,2.543409274,3.388258665,3.956867112,3.447607667,2.011147285,2.820969535,3.415279432,2.57679895,2.274180048,2.58223822
311.0161102,17.22297264,-55.33478177,-8.887224871,14.71147712,7.701127884,-8.738022614,6.367925039,9.805394708,7.025913169,1.81365536,4.673020677,4.662311672,1.342788967,0.938810387,10.76536874,11.12743174,0.448401672,-1.26954041,6.854794553,4.83144187,-1.528901031,2.002742873,7.461647821,5.063788107,2.92989956,4.521590501,5.115344317,3.334391776,2.14659293,2.544209715,3.503330419,4.995638245,4.297580421,2.48714948,2.616611768,3.320481446,3.157236876,3.131575358,3.475366304
296.2602433,11.2358659,-43.82987154,-2.547628786,12.17806945,8.117037672,-6.427899721,5.46735628,8.164149596,6.394933195,2.016955458,4.831490099,5.434155185,2.337178571,1.260666924,9.029377083,9.513428835,1.04298914,-0.805285095,6.005705035,4.976792577,-0.353367057,2.033777679,7.069960441,5.046648571,2.314759133,3.555738824,5.169381485,3.684360249,2.123096786,2.360437806,3.754115038,4.566820823,3.807461577,2.969846906,3.22884945,3.270660976,2.389706433,2.70210284,3.689563693
284.3730446,7.642461857,-32.40256402,2.545584732,8.346519517,7.807000017,-2.904143839,6.146302141,6.545097088,4.78914534,1.468455935,4.73062384,5.087246985,2.377144279,1.254570425,6.881757972,7.59977599,2.201135256,0.232686578,5.309767568,5.133852215,1.44095119,2.297507764,5.205936232,4.129440676,2.348692816,3.30426157,4.637530586,3.912708894,3.18125076,3.148393716,3.258727884,3.74969009,3.604780653,3.00639804,3.355263806,3.262650467,3.264400806,3.276571396,3.477380483
276.6909761,5.228474666,-25.53437756,4.649803843,5.604557306,7.621278448,-1.385231215,6.260204659,5.788114974,5.928161261,2.41101481,5.304569721,5.015358024,3.079195718,2.225467854,6.223620576,6.103230981,1.897592125,1.322744011,5.494036379,5.096344719,1.957332354,2.60405942,4.748951203,3.983307027,2.741156272,3.363742844,4.32316755,3.650841786,2.776586358,3.185963775,3.873821293,3.608196049,3.273971312,3.107867461,3.871787927,3.893607898,3.30328668,3.077027336,3.524362856
278.2987748,6.434400216,-26.48819366,3.871577843,6.289055754,8.627634327,-1.806241858,5.26454031,5.57056297,5.656152128,2.421842253,4.753827768,4.932481619,3.763880618,2.921511662,6.398736024,6.403798725,2.134721298,1.161949474,5.288127452,5.136988247,1.990264925,2.293959019,4.719136492,4.114998678,2.959435775,3.63831582,4.241255054,3.502308087,2.589748504,2.414555437,3.327261053,3.591348852,2.965078365,2.641194683,3.085969759,2.990004429,2.659857966,2.995581804,3.798924984
275.715505,5.076847931,-24.09321291,5.485978872,4.757265604,7.243597792,-1.044983701,6.158666001,5.066073452,5.095998321,2.502420592,4.72446249,4.800175084,3.829943724,2.913181085,6.121838985,5.845926525,2.996710572,2.318722636,5.410397635,4.509087646,2.598872809,3.087466091,4.727838948,3.697087742,3.170279761,3.546315615,4.382118375,3.723244947,2.890151962,2.399782151,3.290803747,3.406420764,3.0972855,2.649426785,3.376747777,3.423143058,3.378409928,3.278252287,3.339437599
273.6202333,4.844399941,-22.29177117,5.117490629,3.461928711,7.815459573,0.223371074,6.052127948,4.065546844,4.576856511,2.982796487,5.385204017,5.247743145,4.499625965,3.229441355,5.204638829,4.897494932,2.890084224,2.498467562,4.497763706,4.121710304,2.68684577,3.401945643,4.557632913,3.360646054,2.810067255,3.43935335,4.193395077,3.649577184,3.410769404,3.132863659,3.440628004,3.702216579,3.223561253,3.283438459,3.65279204,2.942761928,2.733483342,3.281987416,3.582775148
277.2405864,6.541764803,-24.28632778,4.783036317,4.98087161,7.644648304,-0.954454096,6.117179452,5.103820155,4.767363158,1.815083883,4.674804748,4.563913794,3.697370336,2.50723188,5.393486815,4.982110123,2.37877609,2.299990534,4.751906473,3.716130959,1.919223416,2.652293295,4.636245045,3.801030592,3.21560514,3.622399006,4.333876508,3.985848585,3.695918305,3.214297926,3.876497351,4.338356437,3.404359593,2.805163416,2.975887327,3.303409086,3.267203237,3.404420364,3.410980271
277.0227731,5.767071505,-25.11288935,3.794038941,4.119539275,7.575511211,-0.990402681,5.715940656,5.386533008,6.180382506,2.820266703,4.858765725,4.737747605,4.089230292,3.35534833,5.756356725,5.500179103,2.933441875,2.241533895,4.826313085,4.36381902,2.189733868,2.782684131,4.956179203,4.175405428,2.984789452,3.144553596,3.880579304,3.538438317,2.967108481,2.7177555,3.002585089,3.497490884,3.131598317,2.81986366,2.99315974,3.664578137,3.832316742,3.516830732,3.444467825
275.6953225,5.472569655,-24.701343,4.179286736,4.783817565,8.103090896,-0.981141936,5.566528981,5.245735982,5.106830792,2.107478634,5.094044314,4.66854972,3.63954028,3.13564664,6.003816542,5.52059466,2.933214804,1.997698482,4.642742051,4.443897205,2.794134555,3.470431038,4.82371252,4.352112334,3.512552145,3.664241158,4.263159716,3.764366818,3.027171961,2.688365803,3.619047761,3.505677771,3.266799597,3.179301578,3.602075984,3.58934526,3.332930545,3.404152024,3.259348237
275.3770939,5.872255254,-22.95321152,4.142079605,3.314583154,7.405677031,-0.824522377,5.394871413,4.651388472,4.796759317,2.54671544,5.241590509,5.141604397,4.636125507,3.379747286,5.493478023,4.645995447,2.496191496,2.304604498,4.938079397,4.487613091,2.728694037,3.065124304,4.926935018,3.929037344,2.846596186,3.607546524,4.537019136,4.014436343,3.428201469,3.22961654,3.964123644,3.692539337,2.951930224,2.438658768,2.814296928,3.077209,2.909673097,2.597939757,3.115742424
275.9786441,5.666344911,-24.06465306,4.500445961,4.275169723,7.627863967,-0.956253804,5.775520446,5.157851344,5.110414417,2.418511364,5.154958498,4.752958124,3.969562982,2.790672795,5.567618388,5.381053795,2.432806203,2.075171456,5.27910536,4.547920181,2.176998745,2.847407876,5.395267473,4.341142062,2.793661833,3.407551175,4.298809785,4.271351238,3.87054292,3.44751475,3.862837185,3.62171945,2.863672529,2.97393233,3.332632137,2.50722378,2.236769626,2.891956038,3.479322432
277.6052687,7.115545703,-24.57106749,3.772158776,4.406496977,7.762701675,-0.959768714,5.796748135,5.33830105,5.273348215,2.54450297,5.32223556,4.643288362,3.080419336,2.199057247,5.730772506,5.584230384,2.626798577,1.320571928,4.545986024,4.243485278,2.1600413,2.747940679,4.727874729,3.997486875,2.849812292,3.357280717,4.616302343,4.007616791,2.770235468,2.978415241,3.578922038,3.909585955,3.426747296,3.351549176,3.193931329,3.072171739,3.061822751,3.288450713,3.520839403
276.6296827,5.892509834,-24.53038832,4.396500361,4.359572116,7.150025107,-1.252149378,6.010840306,5.48166099,5.291399605,2.258673757,4.9881656,5.082182476,3.562912129,2.4634353,5.534113974,5.52294116,2.835737586,2.327265459,5.212186994,4.962975709,3.054711994,3.274745048,4.845135241,3.604023754,2.625147058,3.403483162,4.503186944,4.451211376,3.074687578,2.581076136,3.337224118,3.529223374,3.637819653,3.076532568,3.036011739,3.025610649,2.60355055,2.948504007,3.602632096
277.4181304,6.5557667,-24.96342152,3.358695845,4.160040587,8.070286798,-0.783748621,5.097867429,4.372117748,4.800733784,2.593919696,5.193689073,4.769909309,4.195659739,3.187977226,6.136095844,5.563999986,2.352367825,1.302569297,3.933511405,3.8664517,2.193801585,3.142709885,5.357048924,4.787015877,2.845600002,3.139789236,4.150801351,3.861946992,3.186898379,3.128911284,3.705502626,4.087323505,3.334958737,2.55742672,3.019401139,2.980873479,3.152569416,2.877662288,2.861856237
277.1778425,6.453692919,-24.64776588,3.499822983,3.959774213,7.962223236,-0.248594178,5.551314099,4.492125383,5.489181516,3.0365368,5.106856362,4.904943768,4.39501249,3.627085272,6.633658531,6.423215663,3.322624285,1.876406873,4.464744716,3.918379414,2.17297221,3.382207107,5.225234816,3.776223765,2.369013445,3.128381093,4.578776546,3.957781222,2.790178642,2.486435065,3.026225653,3.462624201,3.348243838,2.381144849,2.724194366,2.673193574,2.623852569,2.848568622,3.345101841
276.3408907,5.542919043,-24.56049356,4.213057464,4.40015612,7.847337254,-0.70335486,5.981867615,5.386158914,5.559304968,2.659358583,5.394838286,4.708841,3.37826704,2.573179007,5.66632914,5.546287776,2.713810975,1.66544402,4.489062846,4.262285227,2.243646292,2.84133485,5.370900056,4.916106651,3.625980672,3.742352676,4.146645718,3.611143063,3.096605286,3.008835985,3.803446403,3.84927669,3.271226366,2.981364754,2.941618007,3.262226442,2.959212331,3.378622964,3.698978832
274.4115275,5.907302108,-21.90412296,4.709006673,3.737218625,7.915078938,-0.173462993,6.051495922,4.974007142,5.054545397,2.410591048,4.980291713,4.351482224,3.872245187,3.221530288,5.694880806,4.918747188,2.824964519,2.343961027,4.571929105,3.717908735,2.321995335,3.170677782,5.072077693,4.637786822,3.259440468,3.659828682,4.863671545,4.350127271,3.443837712,3.238636069,3.697149721,3.940876289,3.014729187,2.95135702,3.696788835,3.431476152,2.90318173,3.057037542,3.401512033
274.9917776,5.813663035,-22.86303605,4.254901602,3.246295767,7.378289525,-0.354782073,5.762521073,5.299601326,5.796636925,2.418921052,4.994642034,4.993272558,4.139563496,3.002591939,6.070394517,5.339832634,2.34276201,1.998641449,4.897477683,3.985912954,2.28048285,3.243521488,5.416978685,4.535726626,3.055676237,3.893473993,4.964856246,3.832519072,2.698628056,2.833731249,3.468512412,3.741662921,3.702584269,3.332804453,3.104404322,3.071512675,3.198524222,3.413624034,3.51015587
273.5242953,4.974789361,-21.59846268,5.637710482,3.852375194,7.417213016,-0.471913592,5.810329172,4.717197856,4.950686587,2.400760416,4.666444561,4.75312522,4.449548104,3.36464453,5.505236122,5.337559758,3.551130342,2.755502871,4.877114662,4.143597225,2.691826676,2.987236195,4.665269104,4.0732873,2.977764375,3.364405892,4.141667166,3.965385208,3.449563406,3.509391888,3.350728492,3.406267021,3.347328751,3.164751212,3.515786898,3.840802659,4.017686193,3.774671732,3.251455384
275.6746312,6.229226757,-23.07742665,3.691739102,3.08811344,7.868582062,-0.418564562,5.058337691,4.875908332,5.855439068,3.35855212,5.250075125,4.424803341,3.887108331,3.246139814,6.048654644,5.416918296,3.314499847,2.311261724,4.982493075,4.607442555,2.880754436,3.330464853,5.467507155,4.952787245,3.526779342,3.495895265,4.482737699,4.191811999,3.229673375,2.551218214,3.02629587,3.489989176,3.577986252,3.50596758,3.304809541,3.300539293,3.465482003,3.310325508,3.42919745
279.3649239,8.00667499,-26.21619851,2.528285262,4.694997303,8.10266298,-1.097443056,5.936261989,5.679751977,5.710692536,2.757655025,5.315293132,5.024711178,3.873489567,2.860330032,6.123510167,6.111665033,3.14965768,1.776370899,4.310487165,4.313737234,2.04420509,2.823762988,5.203467549,4.36037523,2.922741178,3.329517444,4.73851402,4.222555422,3.077890883,2.949269424,3.638229104,4.303017734,3.623690742,2.786421077,3.355859531,3.697104201,3.20439819,2.962163515,2.838221171
275.7019908,5.807508654,-23.8430791,3.963295181,3.675445293,7.101838623,-0.880532074,5.9441721,5.122501504,5.511828545,2.706444011,5.226106708,5.00151898,4.053954139,3.183190423,6.135979186,6.021959352,3.409543406,1.931835441,3.831463689,4.078473017,3.171346849,3.225619428,4.61606519,4.020783226,3.199669145,3.585954766,4.138109092,4.01135701,3.64973344,2.832952229,2.896501529,3.295689441,3.25396416,3.018996881,3.483017654,2.817650389,2.686048968,3.05851275,3.456726982
276.0254209,6.28179699,-23.61416083,4.164665377,4.25907427,8.055183287,-0.193438078,5.520806946,4.713874341,5.458124545,2.711150023,5.397460396,5.047529114,3.910269201,2.948941384,5.714023677,5.096876264,2.152930987,2.261116052,4.796241545,4.171898367,2.641911861,3.529709666,5.048487003,4.019587131,3.04339413,3.426898695,4.868859302,3.90458975,3.08758991,3.595835199,4.088491235,3.916938189,3.152699518,2.621387981,3.128722417,3.349441352,2.868672565,2.361677715,2.61172392
275.0888053,6.081746593,-22.34273229,4.638293094,2.996709781,7.136266797,-0.135576875,5.659991317,4.196969431,4.848376769,2.424847393,5.362344217,4.835544699,3.671514074,2.216531245,5.153267235,5.318304696,3.228169339,2.121975713,3.893789146,3.908110754,3.247263181,3.866301107,5.419308094,4.443267246,3.388492581,4.006065877,4.315454777,4.0973293,3.021881317,2.686962205,3.705421126,4.447558174,4.002217097,3.032241797,2.913651553,2.67968917,2.59686866,2.891987765,3.501601372
